GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7730135000004 10775                SPIEGELAU COPA AGUA                                                    SPIEGELAU                                                     7730135002220      6 N     20150504T0309  A      
7730135000004 10776                SPIEGELAU COPA BURDEOS                                                 SPIEGELAU                                                     7730135002237      6 N     20150504T0309  A      
7730135000004 10777                SPIEGELAU COPA CHAMPAGNE                                               SPIEGELAU                                                     7730135002244      6 N     20150504T0309  A      
7730135000004 10789                ATLANTICO SUR RESERVE PINOT NOIR                                       ATLANTICO SUR                                                 7730135001988      6 N     20150504T0309  A      
7730135000004 10794                PACK 1 LICOR DE TANNAT + CHOCOLATE                                     DON PASCUAL                                                   7730135002633      6 N     20150504T0309  A      
7730135000004 10797                AGUA VIRGEN 750 ML CON GAS-SPARK                                       AGUA VIRGEN                                                   7730989580028     12 N     20150504T0309  A      
7730135000004 10798                AGUA VIRGEN 750 ML SIN GAS-STILL                                       AGUA VIRGEN                                                   7730989580011     12 N     20150504T0309  A      
7730135000004 10799                FERNET 1882 + COCA COLA                                                CEPAS ARGENTINAS                                              7730135001995      1 N     20150504T0309  A      
7730135000004 10806                NORTON CHARDONNAY                                                      NORTON                                                        7792319677983      6 N     20150504T0309  A      
7730135000004 10836                HEINEKEN PACK X 3 + VASO                                               HEINEKEN                                                      7730135001919      3 N     20150504T0309  A      
7730135000004 10850                PACK CDD X 2 + SACACORCHO                                              CONCHA Y TORO                                                 7804320080611      6 N     20150504T0309  A      
7730135000004 10851                DM-DARK DOG PACK 2 X 500ML                                             DARK DOG                                                      7730135001841     12 N     20150504T0309  A      
7730135000004 10853                DM-DARK DOG PACK 3 X 250ML                                             DARK DOG                                                      7730135001858      8 N     20150504T0309  A      
7730135000004 10855                CRU D'EXCEPTION CABERNET FRANC                                         FAMILIA DEICAS                                                7730135001810      1 N     20150504T0309  A      
7730135000004 10866                TERMA LIGHT CITRUS                                                     TERMA-CEPAS ARGENTINAS                                        7790950114621     12 N     20150504T0309  A      
7730135000004 10867                TERMA CITRUS                                                           TERMA-CEPAS ARGENTINAS                                        7790950114614     12 N     20150504T0309  A      
7730135000004 10873                DARK DOG PACK PREMIUM 500 ML                                           DARK DOG                                                      9005465101034     24 N     20150504T0309  A      
7730135000004 10875                DM - DARK DOG PACK 3+1                                                 DARK DOG                                                      7840450000662      6 N     20150504T0309  A      
7730135000004 10878                UNDERBERG X 3 UNI. 20 ML                                               UNDERBERG                                                     4034100029087     40 N     20150504T0309  A      
7730135000004 10879                TERMA LIGHT CUYANO                                                     TERMA-CEPAS ARGENTINAS                                        7790950005851     12 N     20150504T0309  A      
7730135000004 10880                TERMA LIGHT LIMON                                                      TERMA-CEPAS ARGENTINAS                                        7790950005875     12 N     20150504T0309  A      
7730135000004 10883                DM - DARK DOG                                                          DARK DOG                                                      9005465101058     24 N     20150504T0309  A      
7730135000004 10884                TERMA SERRANO                                                          TERMA-CEPAS ARGENTINAS                                        7790950005806     12 N     20150504T0309  A      
7730135000004 10885                TERMA POMELO                                                           TERMA-CEPAS ARGENTINAS                                        7790950005837     12 N     20150504T0309  A      
7730135000004 10886                TERMA PATAGONICO                                                       TERMA-CEPAS ARGENTINAS                                        7790950005882     12 N     20150504T0309  A      
7730135000004 10887                TERMA LIMON                                                            TERMA-CEPAS ARGENTINAS                                        7790950005820     12 N     20150504T0309  A      
7730135000004 10888                TERMA CUYANO                                                           TERMA-CEPAS ARGENTINAS                                        7790950005813     12 N     20150504T0309  A      
7730135000004 10890                AMERICANO GANCIA                                                       TERMA-CEPAS ARGENTINAS                                        7790950000160     12 N     20150504T0309  A      
7730135000004 10910                DON PASCUAL EDICION NUMERADA                                           DP.3/4 RESERVA                                                7730135002008      6 N     20150504T0309  A      
7730135000004 10920                HEINEKEN   330 ML BOTELLA. D                                           HEINEKEN                                                      7793147009137      6 N     20150504T0309  A      
7730135000004 10921                HEINEKEN   354 ML LATA. D                                              HEINEKEN                                                      7793147009182      6 N     20150504T0309  A      
7730135000004 10922                HEINEKEN   650 ML BOTELLA. R                                           HEINEKEN                                                      7793147009151     12 N     20150504T0309  A      
7730135000004 10923                HEINEKEN   970 ML BOTELLA. R                                           HEINEKEN                                                      7793147009106     12 N     20150504T0309  A      
7730135000004 10924                HEINEKEN 5000 ML BARRIL. D                                             HEINEKEN                                                      8712000025649      1 N     20150504T0309  A      
7730135000004 10929                DM - POMMERY BRUT S/EST                                                POMMERY                                                       3352370018558      6 N     20150504T0309  A      
7730135000004 10935                HEINEKEN   354 ML PACK X 6 LATA                                        HEINEKEN                                                      7793147009168      6 N     20150504T0309  A      
7730135000004 10938                VINITERRA MALBEC                                                       VINITERRA                                                     7798051300080      6 N     20150504T0309  A      
7730135000004 10939                OMNIUM CABERNET SAUV.                                                  VINITERRA                                                     7798051300189      6 N     20150504T0309  A      
7730135000004 10940                OMNIUM MALBEC                                                          VINITERRA                                                     7798051300202      6 N     20150504T0309  A      
7730135000004 10941                SERIE TERRA MALBEC ROBLE                                               VINITERRA                                                     7798051304767      6 N     20150504T0309  A      
7730135000004 10942                SERIE TERRA TORRONTES ROBLE                                            VINITERRA                                                     7798051300912      6 N     20150504T0309  A      
7730135000004 10954                FERNET 1882                                                            CEPAS ARGENTINAS                                              7790139002879      6 N     20150504T0309  A      
7730135000004 10976                VINITERRA SELECT CARMENERE                                             VINITERRA                                                     7798051305535      6 N     20150504T0309  A      
7730135000004 10977                OMNIUM TORRONTES                                                       VINITERRA                                                     7798051301339      6 N     20150504T0309  A      
7730135000004 10980                NORTON ESPUMANTE COSECHA TARDIA                                        NORTON                                                        7792319000118      6 N     20150504T0309  A      
7730135000004 10993                A.OLIVA F.DEICAS CORATINA 2013 250 ML                                  ACEITE FAMILIA DEICAS                                         7730135001650     12 N     20150504T0309  A      
7730135000004 10994                A.OLIVA F.DEICAS TRIVARIETAL 250 ML                                    ACEITE FAMILIA DEICAS                                         7730135001896     12 N     20150504T0309  A      
7730135000004 10995                DM-DARK DOG 568 ML                                                     DARK DOG                                                      9005465105032     24 N     20150504T0309  A      
7730135000004 11028                TEQUILA MILAGRO REPOSADO 750 ML                                        TEQUILA MILAGRO                                               5010327404028      6 N     20150504T0309  A      
7730135000004 11029                TEQUILA MILAGRO SILVER 750 ML                                          MILAGRO                                                       5010327404011      6 N     20150504T0309  A      
7730135000004 11042                CRU D´EXCEPTION CABERNET SAUVIGNON                                     FAMILIA DEICAS                                                7730135002138      1 N     20150504T0309  A      
7730135000004 11043                CYT FRONTERA CABERNET BLUSH                                            CONCHA Y TORO                                                 7804320314266     12 N     20150504T0309  A      
7730135000004 11060                DON PASCUAL SEL.DEL ENOLOGO BLANCO C/TUBO                              DON PASCUAL                                                   7730135002169      6 N     20150504T0309  A      
7730135000004 11075                PACK CDD X 2 + WINEKEEPER                                              CONCHA Y TORO                                                 7804320519463      6 N     20150504T0309  A      
7730135000004 11105                HEINEKEN 1000 ML JAMES BOND ED.LIM                                     HEINEKEN                                                      8712000032760      6 N     20150504T0309  A      
7730135000004 11119                W.GRANT'S 1 LT + PETACA ALUMINIO                                       WD.GRANT´S                                                    7730135002190      6 N     20150504T0309  A      
7730135000004 11145                W.GLENFIDDICH 75 CL C/TUBO                                             WILLIAM GRANT'S & SON                                         5010327000176      6 N     20150504T0309  A      
7730135000004 11146                TERMA MANZANA ARANDANOS                                                TERMA-CEPAS ARGENTINAS                                        7790950126594     12 N     20150504T0309  A      
7730135000004 11147                TERMA SERRANO LIGHT                                                    TERMA-CEPAS ARGENTINAS                                        7790950121599     12 N     20150504T0309  A      
7730135000004 11148                W.TULLAMORE DEW ORIGINAL 1 LT.                                         WD.TULLAMORE DEW                                              5011026108019     12 N     20150504T0309  A      
7730135000004 11149                W.TULLAMORE DEW 12Y 1 LT.                                              WD.TULLAMORE DEW                                              5011026108156     12 N     20150504T0309  A      
7730135000004 11155                W.GRANT'S ALE CASK 75 CL                                               GRANT'S                                                       5010327205182     12 N     20150504T0309  A      
7730135000004 11156                TEQUILA MILAGRO SELECT BARREL REPOSADO 750 ML                          MILAGRO                                                       5010327404059      6 N     20150504T0309  A      
7730135000004 11161                DON PASCUAL SAUVIGNON BLANC                                            DON PASCUAL                                                   7730135002251      6 N     20150504T0309  A      
7730135000004 11171                'W.GRANT'S ALE CASK 75 CL + CUCHILLO Y TENEDOR                         WILLIAM GRANT'S & SON                                         7730135002282      1 N     20150504T0309  A      
7730135000004 11172                W.GRANT'S 12Y 1 LT + POKER SET                                         WILLIAM GRANT'S & SON                                         7730135002299      6 N     20150504T0309  A      
7730135000004 11178                W.GLENFIDDICH 75 CL + CIGAR FLASK                                      WILLIAM GRANT'S & SON                                         7730135002312      6 N     20150504T0309  A      
7730135000004 11179                W.GRANT'S 1 L C/LATA                                                   WILLIAM GRANT'S & SON                                         5010327233222     12 N     20150504T0309  A      
7730135000004 11180                W.CLAN MC.GREGOR 20 CL PETACA                                          WILLIAM GRANT'S & SON                                         5010327908243     48 N     20150504T0309  A      
7730135000004 11183                GANCIA SPRITZ                                                          CEPAS ARGENTINAS                                              7790950127010     12 N     20150504T0309  A      
7730135000004 11184                DM - GRAND MARNIER 1LT.                                                GRAND MARNIER                                                 3018300000139     12 N     20150504T0309  A      
7730135000004 11185                DM - GRAND MARNIER 700ML PACK + 2 COPAS                                GRAND MARNIER                                                 3018300016802      6 N     20150504T0309  A      
7730135000004 11186                GRAND MARNIER 700ML PACK + 2 COPAS                                     MARNIER                                                       3018300000245     12 N     20150504T0309  A      
7730135000004 11190                W.GRANT'S 200 ML PETACA                                                WD.GRANT´S                                                    5010327208107     24 N     20150504T0309  A      
7730135000004 11203                DM - BOLLA PROSECCO                                                    GIV                                                           8008960686984      6 N     20150504T0309  A      
7730135000004 11204                DM - MELINI CHIANTI                                                    GIV                                                           8000160621543      6 N     20150504T0309  A      
7730135000004 11207                VODKA NIKOV                                                            NIKOV                                                         7790139000066      6 N     20150504T0309  A      
7730135000004 11208                W.CLAN MC.GREGOR 1 LT + PETACA 200 ML                                  WILLIAM GRANT'S & SON                                         7730135002398     48 N     20150504T0309  A      
7730135000004 11209                W.CLAN MC.GREGOR 1 LT + VASO                                           WILLIAM GRANT'S & SON                                         7730135002381     48 N     20150504T0309  A      
7730135000004 11210                W.GRANT'S 1 LT + POKER SET                                             WILLIAM GRANT'S & SON                                         7730135002374      1 N     20150504T0309  A      
7730135000004 11214                PACK GANCIA + SPRITE                                                   CEPAS ARGENTINAS                                              7730135002343     12 N     20150504T0309  A      
7730135000004 11216                W.CLAN MC.GREGOR 1 LT + COCA COLA 1.5 LT                               WILLIAM GRANT'S & SON                                         7730135002404     48 N     20150504T0309  A      
7730135000004 11264                TERMA POMELO ROSADO                                                    TERMA-CEPAS ARGENTINAS                                        7790950126617     12 N     20150504T0309  A      
7730135000004 11270                PACK TERMA X 2 UNIDADES                                                TERMA-CEPAS ARGENTINAS                                        7730135002602      6 N     20150504T0309  A      
7730135000004 11275                CYT C.DIABLO DEVIL´S COLLECTION RED                                    CONCHA Y TORO                                                 7804320561431     12 N     20150504T0309  A      
7730135000004 11276                CYT C.DIABLO DEVIL´S COLLECTION WHITE                                  CONCHA Y TORO                                                 7804320561585     12 N     20150504T0309  A      
7730135000004 11303                CARLSBERG BOTELLA 330ML                                                CARLSBERG                                                     8690582723200     24 N     20150504T0309  A      
7730135000004 11304                CARLSBERG BOTELLA 660ML                                                CARLSBERG                                                     8007950011010     15 N     20150504T0309  A      
7730135000004 11351                CRU D´EXCEPTION SAINT EMILION                                          FAMILIA DEICAS                                                7730135002497      6 N     20150504T0309  A      
7730135000004 11353                DM - HENDRICK'S GIN 70 CLF + TAZA                                      HENDRICK'S                                                    5010327775517      6 N     20150504T0309  A      
7730135000004 11357                CARLSBERG LATA 330ML                                                   CARLSBERG                                                     8690582722203     24 N     20150504T0309  A      
7730135000004 11358                W.GRANT'S ALE CASK 75 CL + HIELERA                                     WILLIAM GRANT'S & SON                                         7730135002619      1 N     20150504T0309  A      
7730135000004 11359                W.CLAN MC.GREGOR X 2 1LT                                               WILLIAM GRANT'S & SON                                         7730135002565      6 N     20150504T0309  A      
7730135000004 11373                CYT RESERVADO MALBEC                                                   CONCHA Y TORO                                                 7798039590496     12 N     20150504T0309  A      
7730135000004 11410                LICOR DRAMBUIE 750 ML                                                  HENDRICK'S                                                    5010391100918     12 N     20150713T1717  A      
7730135000004 11411                GRANT'S 75 CL X 2                                                      WILLIAM GRANT'S & SON                                         7730135002688      7 N     20150916T1327  A      
7730135000004 11439                W.GRANT'S SHERRY CASK 75 CL                                            WILLIAM GRANT'S & SON                                         5010327205199     12 N     20180821T1124  A      
7730135000004 11441                PACK CARLSBERG+VASO                                                    CARLSBERG+VASO                                                7730135002718    100 N     20160509T1255  A      
7730135000004 11452                BIRRA BIZARRA IPA 0.5L                                                 BIRRA BIZARRA                                                 7730135002640     12 N     20160411T1535  A      
7730135000004 11453                BIRRA BIZARRA BLONDE ALE 0.5L                                          BIRRA BIZARRA                                                 7730135002657     12 N     20160411T1535  A      
7730135000004 11454                DARK DOG 330 ML                                                        DARK DOG                                                      9005465101041     24 N     20151110T1037  A      
7730135000004 11458                TERMA LIMON 1350                                                       TERMA-CEPAS ARGENTINAS                                        7790950133271     12 N     20151029T1514  A      
7730135000004 11459                TERMA LIMON CERO 1350                                                  TERMA-CEPAS ARGENTINAS                                        7790950133288     12 N     20151029T1514  A      
7730135000004 11460                TERMA SERRANO 1350                                                     TERMA-CEPAS ARGENTINAS                                        7790950133318     12 N     20151029T1514  A      
7730135000004 11461                TERMA SERRANO CERO 1350                                                TERMA-CEPAS ARGENTINAS                                        7790950133325     12 N     20151029T1514  A      
7730135000004 11462                TERMA CUYANO 1350                                                      TERMA-CEPAS ARGENTINAS                                        7790950133332     12 N     20151029T1514  A      
7730135000004 11463                TERMA CUYANO CERO 1350                                                 TERMA-CEPAS ARGENTINAS                                        7790950133349     12 N     20151029T1514  A      
7730135000004 11464                TERMA POMELO ROSADO 1350                                               TERMA-CEPAS ARGENTINAS                                        7790950133363     12 N     20151029T1514  A      
7730135000004 11472                BIRRA BIZARRA WEISS ED.LIMITADA 0.5L                                   BIRRA BIZARRA                                                 7730135002831     12 N     20160411T1535  A      
7730135000004 11493                BIRRA BIZARRA BREAKFAST STOUT                                          BIRRA BIZARRA                                                 7730135002954     12 N     20160411T1535  A      
7730135000004 11545                PACK X2 BIZARRA + VASOS                                                BIRRA BIZARRA                                                 7730135003098      1 N     20161025T0916  A      
7730135000004 11555                PACK CASTELAR EXTRA BRUT + COPA                                        CUVEE CASTELAR                                                7730135003104      6 N     20161209T1550  A      
7730135000004 11557                CAFE IGUAÇU POLVO 50GRS. LATA                                          IGUAÇU                                                        7896019201018     24 N     20161215T1159  A      
7730135000004 11558                CAFE IGUAÇU DESCAFEINADO 50GRS. SACHET                                 IGUAÇU                                                        7896019209441     24 N     20161215T1159  A      
7730135000004 11559                CAFE IGUAÇU GRANULADO 50GRS. SACHET                                    IGUAÇU                                                        7896019206761     24 N     20161215T1159  A      
7730135000004 11560                CAFE IGUAÇU GRANULADO 200GR. FRASCO                                    IGUAÇU                                                        7896019206785     12 N     20161215T1159  A      
7730135000004 11561                CAFE IGUAÇU POLVO 50GR. SACHET                                         IGUAÇU                                                        7896019205115     24 N     20161215T1159  A      
7730135000004 11562                CAFE IGUAÇU POLVO 100GRS. LATA                                         IGUAÇU                                                        7896019201025     24 N     20161215T1159  A      
7730135000004 11563                CAFE IGUAÇU EXTRA FUERTE 50GRS. SACHET                                 IGUAÇU                                                        7896019209526     24 N     20161215T1159  A      
7730135000004 11564                CAFE IGUAÇU EXTRA FUERTE 200GRS. LATA                                  IGUAÇU                                                        7896019209519     12 N     20161215T1159  A      
7730135000004 11565                CAFE IGUAÇU POLVO 60GR. SACHET 20% OFF                                 IGUAÇU                                                        7896019208192     24 N     20161215T1159  A      
7730135000004 11568                CAFE IGUAÇU JUMBO PACK POLVO 100GR. LATA + LATA 50GRS.                 IGUAÇU                                                        7730135003111     12 N     20161215T1159  A      
7730135000004 11569                CAFE IGUAÇU PROMO POLVO 200GR. LATA + SACHET 50GRS.                    IGUAÇU                                                        7730135003128     12 N     20161215T1159  A      
7730135000004 11570                CAFE IGUAÇU GOURMET 100GRS. FRASCO                                     IGUAÇU                                                        7896019201452     24 N     20161215T1159  A      
7730135000004 11571                CAFE IGUAÇU PROMO EF 200GRS. LATA + SACHET EF 50GRS.                   IGUAÇU                                                        7730135003135     12 N     20161215T1159  A      
7730135000004 11572                CAFE IGUAÇU CAPUCCINO CLASSC 200GRS. POTE                              IGUAÇU                                                        7896019201537     24 N     20161215T1159  A      
7730135000004 11573                CAFE IGUAÇU GRANULADO 100GR. FRASCO                                    IGUAÇU                                                        7896019206778     12 N     20161215T1159  A      
7730135000004 11575                CAFE IGUAÇU POLVO 200GRS. LATA                                         IGUAÇU                                                        7896019201117     12 N     20161215T1159  A      
